track_name,track_artist,track_album_name,track_album_release_date,playlist_genre
Immaculate Fools,Immaculate Fools,M 80 presenta New Wave Classix,2010-01-01, Synth Pop...)"
Everything Counts - 2006 Digital Remaster,Depeche Mode,The Best Of Depeche Mode - Volume One,2006, Synth Pop...)"
Alive And Kicking - Remastered 2002,Simple Minds,5 Album Set (Sons and Fascination/New Gold Dream/Sparkle in the Rain/Once Upon a Time/Street Fighting Years),2012-01-01, Synth Pop...)"
Boys Don't Cry,The Cure,M 80 presenta New Wave Classix,2010-01-01, Synth Pop...)"
My Bag,Lloyd Cole and the Commotions,Mainstream,1987-01-01, Synth Pop...)"
Presence Of Love,The Alarm,Eye Of The Hurricane,1987-01-01, Synth Pop...)"
Our Darkness,Anne Clark,so80s (So Eighties) - Pres. By Blank & Jones,2010-03-12, Synth Pop...)"
A Little Respect - 2009 Remastered Version,Erasure,The Innocents,1988-04-18, Synth Pop...)"
V. Thirteen,Big Audio Dynamite,"No. 10, Upping St.", Electropop
Hey Little Girl,ICEHOUSE,Twogether - New Wave (Le meilleur des hits de la New Wave),2011-06-27, Synth Pop...)"
Everybody Wants To Rule The World - Extended Version,Tears For Fears,Songs From The Big Chair (Super Deluxe Edition),1985-02-25, Synth Pop...)"
Smalltown Boy,Bronski Beat,The Age Of Consent,1984, Synth Pop...)"
Get The Balance Right! - Combination Mix,Depeche Mode,Depeche Mode - Singles Box 2 (US Release),2004-12-07, Synth Pop...)"
I Melt With You,Modern English,Lilliput,1992-01-01, Synth Pop...)"
You,Boytronic,Maxi,2004-03-01, Synth Pop...)"
If I Ever Fall In Love,Somewhere over England,Somewhere Over England,1992-06-15, Synth Pop...)"
Tinseltown in the Rain,The Blue Nile,A Walk Across the Rooftops,1984-04-30, Synth Pop...)"
Sister Golden Hair,Spanic,Sister Golden Hair,1994-01-01, Synth Pop...)"
"The More You Live, The More You Love",6cphBfn6beKzazlp3xjftb,Playlist: The Very Best of A Flock of Seagulls, Electropop
Such a Shame,Talk Talk,Natural History - The Very Best Of Talk Talk,1990-05-21, Synth Pop...)"
Love Will Tear Us Apart - Live at Bestival 2012,New Order,Live at Bestival 2012,2013-07-08, Synth Pop...)"
Dreaming of Me,Depeche Mode,Dreaming Of Me,1981, Synth Pop...)"
Leave in Silence - 2006 Remaster,Depeche Mode,A Broken Frame (2006 Remastered Edition),1982-09-27, Synth Pop...)"
My Darling Bullet,Freakangel,The Faults of Humanity (Japanese Limited Edition),2011-10-17,pop
Dreckstück,Centhron,Roter Stern,2009-08-28,pop
Femme Fatale,Agonoize,Sieben,2007-11-09,pop
Wahre Liebe,Agonoize,Wahre Liebe,2012-05-25,pop
Klingen,Nachtmahr,Alle Lust Will Ewigkeit,2009-08-07,pop
Hard Bass Hard Soundz,X-RX,Activate the Machinez,2012-05-25,pop
Kein Herz,X-RX,Activate the Machinez,2012-05-25,pop
Straftanz,Straftanz,"Forward Ever, Backward Never",53CmFroG6MWR5reOOXJX6B
Winter Born (This Sacrifice),The Crüxshadows,Ethernaut,2010-12-17,pop
Never Wanted to Dance,Mindless Self Indulgence,If,2008-04-29,pop
Military Fashion Show,And One,Bodypop,2006-09-01,pop
Miststück,Megaherz,Totgesagte Leben Länger,2009-03-13,pop
Control,VNV Nation,Automatic,2011-09-16,pop
Space & Time,VNV Nation,Automatic,2011-09-16,pop
Delight,Solitary Experiments,Mind Over Matter,2005-11-08,pop
Rise and Fall - Colony 5 Remix,Colony 5,The Beauty Lies... (Original Mix),2009-10-23,pop
God Is In The Rain,Suicide Commando,Electrostorm Vol. 2,2010-05-21,pop
Over And Done,Deine Lakaien,April Skies,2005-01-01,pop
Stars,Solitary Experiments,Machineries of Joy Vol. 5,2012-11-30,pop
Murderous Trap,Frozen Plasma,Monumentum,2009-05-29,pop
The Art of Suicide,Emilie Autumn,Opheliac -- The Deluxe Edition,2010-07-13,pop
Steine sind Steine,And One,Frontfeuer,2006-09-01,pop
Atemlos,[:SITD:],Icon:Koru,2011-11-18,pop
Over And Done,Deine Lakaien,Over And Done,2005-01-01,pop
"Glowstix, Neon & Blood",61QDorspx282H7iLc5dbFs,Toxicum,53CmFroG6MWR5reOOXJX6B
War On Error - Declaration,Rotersand,War On Error,2009-08-28,pop
God Is Art,Shiv-R,This World Erase,2011-10-07,pop
Never Wanted To Dance (Combichrist Electro Hurtz Mix),Mindless Self Indulgence,Septic IX (Original Mix),2010-09-24,pop
Mädchen in Unform (Faderhead Remix),Nachtmahr,Mädchen in Uniform,2010-01-29,pop
Cold Massive Blue,Wynardtage,Praise The Fallen Redux,2007-10-12,pop
God & Country,FGFC820,Halloween - The Darkest Night (50 Darkwave Industrial Tracks),2009,pop
Staatsfeind,Agonoize,For The Sick And Disturbed,2008-10-31,pop
Ersatzteil,Feindflug,A Compilation 3,2008-12-02,pop
Periculär (Richtfest II),[:SITD:],Icon:Koru,2011-11-18,pop
The Noise Inside My Head,Assemblage 23,Bruise (Limited Edition),2012-06-08,pop
Harsh Generation,Grendel,Harsh Generation,2007-12-03,pop
Ein Spiel (Fabrik-C Remix),Nachtmahr,Kunst ist Krieg,2007-09-14,pop
Robuste Maschine,Reaper,Hell Starts With An H,2007-02-23,pop
Illusion,VNV Nation,Judgement,2007-04-12,pop
Destillat - VNV Nation Remix,Das Ich,Addendum,2007,pop
Wir trauen uns was,Hertzinfarkt,Stell lauter,2012-11-30,pop
Such mich find mich,OOMPH!,Des Wahnsinns fette Beute,2012-05-21,pop
Ich muss gar nix,Grossstadtgeflüster,Muss laut sein,2006-01-01,pop
Verschwende Deine Jugend - 1998 Digital Remaster,DAF,Das Beste Von DAF (20 Lieder der Deutsch Amerikanischen Freundschaft),2009-03-30,pop
Der Mussolini - 1998 - Remaster,DAF,Alles Ist Gut,1981-03,pop
Koprolalie,Agonoize,Ultraviolent Six,2006-06-29,pop
Immortal - Single Edit,Solitary Experiments,Immortal,2009-05-29,pop
The Only One,Culture Kultur,Reborn,2006-01-01,pop
Besser du rennst,Subway To Sally,Kreuzfeuer,2009-03-27,pop
Roter Stern,Centhron,Roter Stern,2009-08-28,pop
Warmongers,Frozen Plasma,Emphasize,2006-11-22,pop
Tanz die Revolution (Der Single Mix),Frozen Plasma,Tanz die Revolution,2008-09-19,pop
A Generation of the lost,Frozen Plasma,Artificial,2006,pop
Destroy Me,Unter Null,The Failure Epiphany,2005-11-28,pop
Such a Shame,Talk Talk,The Very Best Of,1997-01-27,pop
Tainted Love,Soft Cell,Tainted Love / Where Did Our Love Go,2009-01-01,pop
Dark Allies,Light Asylum,In Tension,2010,pop
Enjoy The Silence 2004,Depeche Mode,Remixes 81>04,2004-10-25,pop
Sounds Like a Melody,Alphaville,Forever Young,1984-09-27,pop
True Life - Vnv Nation Remix,Lights Of Euphoria,True Life,2003-04-04,pop
Wildes Herz,Down Below,Wildes Herz,2009-06-26,pop
Dein Anblick,Schandmaul,Sinnfonie,2009-01-03,pop
Dead Market,Haujobb,New World March,2011-11-11,pop
Sieben,Subway To Sally,Nord Nord Ost,2005-08-22,pop
Ich bin ein wahrer Satan,ASP,Requiembryo,2007-03-30,pop
Sandmann,OOMPH!,Monster,2008,pop
Our Darkness,Anne Clark,The Very Best Of,2010-01-01,pop
Manus Manum Lavat,Saltatio Mortis,Wer Wind sät,2009-01-01,pop
Running Up That Hill,Placebo,Best Of The Bands,2009-06-29,pop
Last Dance,Covenant,Last Dance,2013-06-07,pop
Lebensborn - Update,[:SITD:],Icon:Koru,2011-11-18,pop
Silver Bombs,[:SITD:],Bestie:Mensch,2007-09-07,pop
Retaliate,VNV Nation,Transnational,2013-10-04,pop
Love Will Tear Us Apart,Joy Division,The Best Of,2008-03-20,pop
Tainted Love,Soft Cell,"Tae Kick Boxing, Vol. 2",53CmFroG6MWR5reOOXJX6B
24 Stunden - Original Mix,SAM,Synthetic Adrenaline Music,2006-12-08,pop
Spit It Out,Aesthetic Perfection,A Violent Emotion,2008-01-01,pop
The Ones,Aesthetic Perfection,A Violent Emotion,2008-01-01,pop
Verrückt,Eisbrecher,Die Hölle muss warten,2012-02-03,pop
Kind von Traurigkeit,Unzucht,Rosenkreuzer,2013-10-04,pop
Run To You,Code 64,Departure,2006-06-16,pop
Strassen,Ascii.Disko,Ascii Disko,2003,pop
Dream On,Depeche Mode,Exciter,2001-05-14,pop
Photographic,Depeche Mode,Speak And Spell (Deluxe),1981-11-02,pop
Marian - Version,Sisters of Mercy,Original Album Series,2000,pop
A Flicker Of Hope,Wynardtage,A Flicker Of Hope,2010-11-26,pop
Should Be Higher,Depeche Mode,Delta Machine,2013-03-22,pop
Memories,CHROM,Synthetic Movement,2012-03-30,pop
Kleid Aus Rosen,Subway To Sally,Herzblut,2001,pop
Seelenschmerz,Blutengel,Seelenschmerz,2001,pop
Alles oder Nichts,Subway To Sally,Schwarz In Schwarz,2011-01-01,pop
Eulenspiegel,Saltatio Mortis,Sturm aufs Paradies,2011-01-01,pop
Love Me To The End,Deine Lakaien,Dark Star & 2nd Star Ep,1991,pop
Lieber sterben,Sündenklang,Tränenreich,2014-01-24,pop
Und wir tanzten (Ungeschickte Liebesbriefe),ASP,Per Aspera Ad Aspera - Anthologie,2014-09-26,pop
Gott noch nicht,Funker Vogt,Companion in Crime,2013-06-28,pop
Schwanengesang,Xotox,Schwanengesang,2013-05-24,pop
Self Control,Laura Branigan,The Best Of Branigan,1995-06-06,pop
Never Can Say Goodbye,The Communards,Red,1987,pop
Like a Prayer,Madonna,Celebration (double disc version),2009-09-18,pop
Party Like It's 1999,Soul&Roll,I Want to Know Who I Am,2013-05-20,pop
Take On Me,a-ha,Rhino Hi-Five: A-Ha,2005-07-19,pop
Radio Ga Ga,Queen,The Works,1984-02-27,pop
I Love Rock & Roll,Ken Clayton,80's Hard Rock Music Top Hits. The Greatest Best Songs 1980's,2014-03-20,pop
Dancing in the Dark,Bruce Springsteen,The Essential Bruce Springsteen,2003-10-16,pop
99 Luftballons,Nena,99 Luftballons,1984-08-21,pop
Bette Davis Eyes,Kim Carnes,Bette Davis Eyes,2007-01-01,pop
Africa,TOTO,80s 100 Hits,2010-02-26,pop
Uptown Girl,Billy Joel,The Essential Billy Joel,2001-10-02,pop
You're the Inspiration,Laura Tain,I Know Who You Are,2015-04-20,pop
I'm Walking on Sunshine,Carl Wave,Eighties Music School: 80's Rock & Post Disco Best Songs,2014-11-20,pop
Don't Stop Believin',Journey,The Essential Journey,2001-09-19,pop
Love Bites,Luck Wallace,Legendary Rock Ballads: Best Hard Rock & Heavy Metal Power Ballads. Greatest Love Songs 80's 90's,2014-09-20,pop
Free Fallin',Tom Petty,Greatest Hits,2010-01-01,pop
Waiting for a Girl like You - Radio Edit; 2017 Remaster [Radio Edit],Foreigner,40,2017-05-12,pop
Tell It to My Heart,Taylor Dayne,Platinum & Gold Collection,2003-06-17,pop
Jump (For My Love),The Pointer Sisters,Fire! The Very Best of The Pointer Sisters,1989-09-21,pop
Born to Be Alive,Toni Lo,Best Songs of 80's Disco Music. Las Mejores Canciones De La Música Disco De Los Años 80,2013-12-20,pop
Karma Chameleon,Culture Club,Colour By Numbers,1983-10-01,pop
Manic Monday,The Bangles,Greatest Hits,1990-01-01,pop
Eye of the Tiger,Survivor,The Best Of Survivor,2006,pop
On the Road Again - Live,Willie Nelson,Willie Nelson - 16 Biggest Hits,1975,pop
Can't Fight This Feeling,REO Speedwagon,Wheels Are Turnin',1984-11-05,pop
Carry on My Wayward Son,Sebastián Mato,The Sweet Times Forever,2015-02-20,pop
Nothing's Gonna Stop Us Now,Starship,No Protection,1987,pop
Wake Me Up Before You Go-Go - Remastered,Wham!,Twenty Five,2006-11-11,pop
Walk Like an Egyptian,The Bangles,The Essential Bangles,2004,pop
Kiss,Prince,Parade - Music from the Motion Picture Under the Cherry Moon,1986-03-31,pop
Pour Some Sugar on Me,Ken Clayton,80's Hard Rock Music Top Hits. The Greatest Best Songs 1980's,2014-03-20,pop
Beat It - Single Version,Michael Jackson,Thriller 25 Super Deluxe Edition,1982-11-30,pop
Time After Time,Cyndi Lauper,She's So Unusual: A 30th Anniversary Celebration (Deluxe Edition),2014-03-28,pop
You Spin Me Round (Like a Record),Dead Or Alive,Youthquake,1985-09-05,pop
Faith - Remastered,George Michael,Faith,1987-10-30,pop
Every Breath You Take,The Police,Stranger Things (Soundtrack from the Netflix Original Series),2017-10-27,pop
Is This Love,Luck Wallace,Legendary Rock Ballads: Best Hard Rock & Heavy Metal Power Ballads. Greatest Love Songs 80's 90's,2014-09-20,pop
Working 9 to 5,Soul&Roll,Slow Journey,2014-06-20,pop
TRUE - Single Edit,Spandau Ballet,True - The Digital E.P.,2008-04-25,pop
Material Girl,Madonna,Like a Virgin (Reissue),1984-11-12,pop
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,Whitney,1987-06-02,pop
All Night Long (All Night) - Single Version,Lionel Richie,The Definitive Collection,2003-02-04,pop
Gimme Gimme Gimme (with Patti Austin),Narada Michael Walden,The Nature Of Things,1985,pop
What a Feeling,Toni Lo,Best Songs of 80's Disco Music. Las Mejores Canciones De La Música Disco De Los Años 80,2013-12-20,pop
You're My Heart You're My Soul,Laura Tain,I Know Who You Are,2015-04-20,pop
Funkytown,Lipps Inc.,Floorfillers – 80s Dance Classics,2015-08-28,pop
Never Ending Story,Limahl,Great Hits Of The 80's,2008-01-01,pop
Chery Chery Lady,Toni Lo,Best Songs of 80's Disco Music. Las Mejores Canciones De La Música Disco De Los Años 80,2013-12-20,pop
We Didn't Start the Fire,Carl Wave,Eighties Music School: 80's Rock & Post Disco Best Songs,2014-11-20,pop
Welcome To The Jungle,Guns N' Roses,Appetite For Destruction,1987-01-01,pop
Livin' On A Prayer,Bon Jovi,Bon Jovi Greatest Hits,2010-01-01,pop
Cherry Pie,Warrant,Cherry Pie,1990-10-14,pop
Cryin',Aerosmith,Young Lust: The Aerosmith Anthology,2001-11-20,pop
Smells Like Teen Spirit,Nirvana,Nirvana (International Version),2002-01-01,pop
Sweet Child O' Mine,Guns N' Roses,Appetite For Destruction,1987-01-01,pop
Here I Go Again,Whitesnake,Whitesnake's Greatest Hits,1994-07-04,pop
Real Wild Child (I'm a Wild One),Ken Clayton,80's Hard Rock Music Top Hits. The Greatest Best Songs 1980's,2014-03-20,pop
In The Army Now,Status Quo,In The Army Now,1986,pop
The Final Countdown,Europe,Playlist: The Very Best Of Europe,1983,pop
Nothin' But A Good Time - Remastered 2006,Poison,Nothing But A Good Time,2009-01-01,pop
Rock You Like a Hurricane,Scorpions,Comeblack,2011-11-04,pop
You Shook Me All Night Long,AC/DC,Back In Black,1980-07-25,pop
Boys Don't Cry,The Cure,Three Imaginary Boys,1979-05-11,pop
Video Killed The Radio Star,The Buggles,The Age Of Plastic,1980-01-10,pop
Kids In America,Kim Wilde,Kim Wilde [plus bonus tracks],1981,pop
Bizarre Love Triangle,New Order,80 Hits of the '80s,2016-11-04,pop
Venus,Bananarama,True Confessions (Platinum Re-Issue),1986,pop
All Out of Love,Air Supply,Ultimate Air Supply,2003-05-29,pop
Take My Breath Away,Berlin,Take My Breath Away,2007-01-01,pop
She Drives Me Crazy,Laura Tain,I Know Who You Are,2015-04-20,pop
Hard to Say I'm Sorry / Get Away - 2005 Remaster,Chicago,Love Songs,2005-01-25,pop
Brothers In Arms,Dire Straits,Brothers In Arms (Remastered),1985-05-13,pop
Your Song,Rebeca Marin,I'll Be Walking with You,2017-05-20,pop
Drive,The Cars,The Cars: The Definitive,2002-03-11,pop
Luka,Suzanne Vega,"Close Up, Vol. 2 - People & Places",65HtIbyFkaQPflCa4oW8KO
Broken Wings,Mr. Mister,Welcome To The Real World,1985-06-01,pop
Don't Let the Sun Go Down on Me,George Michael,Ladies And Gentlemen... The Best Of George Michael,1998-11-09,pop
Wicked Game,Chris Isaak,Best of Chris Isaak (Remastered),2006,pop
I Wanna Be with You Everywhere,Soul&Roll,I Want to Know Who I Am,2013-05-20,pop
Fast Car,Tracy Chapman,Tracy Chapman,1988-01-01,pop
Heat Of The Moment,Asia,Asia,1982-01-01,pop
(I Just) Died In Your Arms,Cutting Crew,Broadcast,1986-01-01,pop
I Want to Know What Love Is - 1999 Remaster,Foreigner,Agent Provocateur,1984-12-12,pop
I'm Not Superstitious,Ken Clayton,80's Hard Rock Music Top Hits. The Greatest Best Songs 1980's,2014-03-20,pop
Listen to Your Heart,Roxette,Look Sharp! (2009 Version),1988-10-19,pop
Right Here Waiting,Richard Marx,Repeat Offender,1989-01-01,pop
You're Simply the Best,Carl Wave,Eighties Music School: 80's Rock & Post Disco Best Songs,2014-11-20,pop
The Lady In Red,Chris de Burgh,Into The Light,1986-01-01,pop
Home Sweet Home,Luck Wallace,Legendary Rock Ballads: Best Hard Rock & Heavy Metal Power Ballads. Greatest Love Songs 80's 90's,2014-09-20,pop
Careless Whisper,George Michael,Ladies & Gentlemen...The Best of George Michael,1998-11-09,pop
Never Gonna Give You Up,Rick Astley,Whenever You Need Somebody,1987-12-08,pop
Girls Just Want to Have Fun,Cyndi Lauper,She's So Unusual,1983-10-14,pop
Total Eclipse of the Heart,Bonnie Tyler,The Very Best Of Bonnie Tyler,1999-02-08,pop
If I Could Turn Back Time,Cher,Heart Of Stone,1989-01-01,pop
Missing You,John Waite,"The Complete John Waite, Volume One: Falling Backwards",65HtIbyFkaQPflCa4oW8KO
We Belong,Pat Benatar,Tropico,1984,pop
Boogie in Zero Gravity - Extended Version,Black Strobe,Boogie In Zero Gravity,2012-07-16,pop
Dark Matter,Feathers,If All Now Here,2013-05-27,pop
Do You Believe (Original Mix),Poolside,Do You Believe,2011-03-14,pop
Don't Come Close,Yeasayer,"The Music of Grand Theft Auto V, Vol. 1: Original Music",31R7Gd07KsDafqJEeL4Hqr
Feel the Same,Battle Tapes,Sweatshop Boys - EP,2012-04-13,pop
From Nowhere - Baardsen Remix,Dan Croll,From Nowhere (Remixes),2014-01-01,pop
Heart in the Pipes (KAUF Remix),Tony Castles,Heart in the Pipes (KAUF Remix),2011-08-24,pop
jasmine (demo),Jai Paul,jasmine (demo),2012-04-09,pop
Lucky Boy - Outlines Remix,DJ Mehdi,Lucky Girl,2007-03-05,pop
Nowhere To Go,Nite Jewel,"The Music of Grand Theft Auto V, Vol. 1: Original Music",31R7Gd07KsDafqJEeL4Hqr
Psychic City - Classixx Remix,YACHT,Psychic City,2009,pop
Shine A Light - Flight Facilities Remix,The C90s,Shine A Light,2010-11-05,pop
Shooting Holes,Twin Shadow,Forget,2010-10-18,pop
Sleepwalking,The Chain Gang Of 1974,"The Music of Grand Theft Auto V, Vol. 1: Original Music",31R7Gd07KsDafqJEeL4Hqr
So Many Details,Toro y Moi,Anything in Return,2013-01-21,pop
Sometimes,Miami Horror,Illumination,2010,pop
The Set Up,Favored Nations,"The Music of Grand Theft Auto V, Vol. 1: Original Music",31R7Gd07KsDafqJEeL4Hqr
In Real Life,The Ruby Suns,Christopher,2013-01-28,pop
Always,Panama,Always,2013-11-01,pop
One Girl / One Boy,!!!,Thr!!!er,2013,pop
O.N.E.,Yeasayer,Odd Blood,2010,pop
The Drummer,Niki & The Dove,Instinct,2012-01-01,pop
Flutes,Hot Chip,In Our Heads,2012-06-11,pop
Hold On,Holy Ghost!,Holy Ghost!,2011-04-04,pop
Mesmerised,Scenic,Shockwaves,2013-09-13,pop
Crystalfilm,Little Dragon,Ritual Union,2011-07-25,pop
Pharaohs,SBTRKT,SBTRKT,2011-06-27,pop
New Beat,Toro y Moi,Underneath the Pine,2011-02-21,pop
When You're Out,Kauf,As Much Again,2013-07-29,pop
Polish Girl,Neon Indian,Era Extraña,2011-09-12,pop
Truly Alive,Mitzi,Truly Alive,2013-02-15,pop
Strangers In The Wind,Cut Copy,In Ghost Colours (Deluxe),2008-01-01,pop
Heartbreak,Age of Consent,Heartbreak,2012-06-11,pop
Colours,Age of Consent,"The Music of Grand Theft Auto V, Vol. 1: Original Music",31R7Gd07KsDafqJEeL4Hqr
Change Of Coast,Neon Indian,"The Music of Grand Theft Auto V, Vol. 1: Original Music",31R7Gd07KsDafqJEeL4Hqr
Old Love / New Love,Twin Shadow,"The Music of Grand Theft Auto V, Vol. 1: Original Music",31R7Gd07KsDafqJEeL4Hqr
High Pressure Dave,HEALTH,"The Music of Grand Theft Auto V, Vol. 1: Original Music",31R7Gd07KsDafqJEeL4Hqr
Forget,Twin Shadow,Forget,2010-10-18,pop
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,I Took A Pill In Ibiza (Seeb Remix),2015-07-24,pop
Middle,DJ Snake,Encore,2016-08-05,pop
PILLOWTALK,ZAYN,PILLOWTALK,2016-08-22,pop
Raging,Kygo,Raging,2016-04-01,pop
Here for You,Kygo,Here for You,2015-09-04,pop
Summer Air,ItaloBrothers,Summer Air,2017-04-28,pop
Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,Prayer,2014-09-16,pop
Reflections - Gryffin Remix,MisterWives,Reflections Remixes,2014-06-17,pop
Younger - Kygo Remix,Seinabo Sey,Pretend,2015-10-23,pop
Miami 82 - Kygo Remix,Syn Cole,Miami 82 (Remixes),2014-05-08,pop
I Feel It Coming,The Weeknd,Starboy,2016-11-25,pop
Crazy (feat. Joie Tan),TEEMID,Crazy (feat. Joie Tan),2014-11-14,pop
Dear Boy - Avicii By Avicii,Avicii,True: Avicii By Avicii,2014-01-01,pop
Another Life,Afrojack,Another Life,2017-04-28,pop
It's You - Radio Edit,Syn Cole,It's You,2015-04-07,pop
Let Me Hold You (Turn Me On),Dante Klein,Let Me Hold You (Turn Me On),2016-07-01,pop
All I Wanna Do,Martin Jensen,All I Wanna Do,2016-04-08,pop
Reality (feat. Janieck Devy) - Radio Edit,Lost Frequencies,Reality (feat. Janieck Devy),2015-05-24,pop
Talk About It,Mike Perry,Talk About It,2017-03-03,pop
Dancing in the Headlights - Radio Edit,DJ Antoine,Provocateur,2016-03-18,pop
Mama,Jonas Blue,Jonas Blue: Electronic Nature - The Mix 2017,2017-07-14,pop
Call You Home - Faul & Wad Ad Remix,Kelvin Jones,Call You Home (Remixes),2015-10-02,pop
Summer on You,Sam Feldt,Summer on You,2016-06-10,pop
Call Your Name,A.M.T,Call Your Name,2016-05-25,pop
Never Forget You,Zara Larsson,So Good,2017-03-17,pop
The Spectre,Alan Walker,The Spectre,2017-09-15,pop
You're the Best Thing About Me,U2,Stargazing - EP,2017-09-21,pop
This Town (feat. Sasha Sloan),Kygo,Stargazing - EP,2017-09-21,pop
Sign,DEAMN,Ðeamn,2017-09-12,pop
Are You With Me - Radio Edit,Lost Frequencies,Are You With Me (Radio Edit),2015-01-26,pop
Savannah,Diviners,Savannah,2015-11-25,pop
This Is My Year - Matoma Remix,FF5,Time Still Stands,2015-11-06,pop
Riding Shotgun (feat. Bonnie McKee),Kygo,Kids in Love,2017-11-03,pop
Sunrise (feat. Jason Walker),Kygo,Kids in Love,2017-11-03,pop
Burn It Down,AtellaGali,Burn It Down,2017-07-14,pop
I Believe I'm Fine,Robin Schulz,Uncovered,2017-09-29,pop
Stranger Things (feat. OneRepublic),Kygo,Kids in Love,2017-11-03,pop
Tropic Love,Diviners,Tropic Love,2015-03-26,pop
Gravity (feat. Magga & Evokings),Cat Dealers,Gravity (feat. Magga & Evokings),2017-01-13,pop
Blow Your Mind (Mwah),Dua Lipa,Blow Your Mind (Mwah),2016-08-26,pop
Safe And Sound,Capital Cities,In A Tidal Wave Of Mystery (Deluxe Edition),2013,pop
Believer,Imagine Dragons,Evolve,2017-06-23,pop
Let Me Love You,SJUR,Let Me Love You,2016-11-11,pop
Ignite,Alan Walker,Ignite,2018-05-11,pop
Habits (Stay High),Tove Lo,Queen Of The Clouds,2014-09-24,pop
Cool Girl,Tove Lo,Lady Wood,2016-10-28,pop
Criminals,Xuitcasecity,Criminals,2017-04-14,pop
Born To Be Yours,Kygo,Born To Be Yours,2018-06-15,pop
Young,The Chainsmokers,Memories...Do Not Open,2017-04-07,pop
